Hamburgueres 60% Bovino 1kg,7.29 €/Kg,Auchan,Polegar,Congelados
Legumes Para Sopa Mistura 1kg,2.29 €/Kg,Auchan,Friopesca,Congelados
Trio Pimentos Crus 600 G,4.82 €/Kg,Auchan,Auchan bio,Congelados
Empadas Galinha 6un 330g,11.48 €/Kg,Auchan,Auchan,Congelados
Riced Veggies Mix Multicor 500g,4.38 €/Kg,Auchan,Auchan,Congelados
Posta Pescada Msc Nº5 Para Cozer 600g,7.82 €/Kg,Auchan,Auchan,Congelados
Filetes de Peixe C/tomate e Mozzarella Msc 3 Un.300g,12.47 €/Kg,Auchan,Iglo,Congelados
Hamburgueres Vaca Sem Glúten 8un 640g,10.61 €/Kg,Auchan,Iglo,Congelados
Massa Folhada Enrolada 230g,9.09 €/Kg,Auchan,Auchan,Congelados
Filete Peixe Gato Riscado 400g,6.98 €/Kg,Auchan,Brasmar,Congelados
Filetes Robalo 200g 2un,29.95 €/Kg,Auchan,Iglo,Congelados
San Jacobs 4un 380g,5.24 €/Kg,Auchan,Auchan,Congelados
Camarão 20/30 Cru Congelado Kg,8.99 €/Kg,Auchan,Vannamei,Congelados
Filetes Pescada Do Cabo Msc 400g,10.87 €/Kg,Auchan,Auchan,Congelados
Batata P/ Airfryer/forno Julienne 600g,6.32 €/Kg,Auchan,Mccain,Congelados
Pizza Cozedura Pedra Carbonara 350g,6.26 €/Kg,Auchan,Auchan,Congelados
Frutas Mix Frutos Vermelhos 300g,13.3 €/Kg,Auchan,Origens bio,Congelados
Cebola Cortada 1kg,2.19 €/Kg,Auchan,Auchan,Congelados
Filetes Primavera Limão 225g,16.62 €/Kg,Auchan,Iglo,Congelados
Filete de Peixe Gato Riscado Congelado 800g,6.24 €/Kg,Auchan,,Congelados
Brócolos Natural + 400g,5.85 €/Kg,Auchan,Bonduelle,Congelados
Macedónia 3 Produtos Ultracongelados 1kg,2.59 €/Kg,Auchan,Friopesca,Congelados
Crocantes Frango 180g,27.72 €/Kg,Auchan,Iglo,Congelados
Arroz de Pato 300g,9.97 €/Kg,Auchan,Auchan,Congelados
Lasanha Carne 300g,8.17 €/Kg,Auchan,Auchan,Congelados
Pastéis Bacalhau 10un 300g,6.33 €/Kg,Auchan,Polegar,Congelados
Tiras de Pota Congeladas 800g,6.74 €/Kg,Auchan,Polegar,Congelados
Pizza Extra Fina Divina Mozzarella 335g,6.54 €/Kg,Auchan,Auchan,Congelados
Quiche Lorraine C/ Natas Magras 400g,8.48 €/Kg,Auchan,Auchan,Congelados
Postas Pescada Msc Nº3 Para Cozer 600g,6.65 €/Kg,Auchan,Auchan,Congelados
Baguetes Queijo Fiambre 250g (2x125g),9.16 €/Kg,Auchan,Auchan,Congelados
Mix Frutas Vermelhos 300g,7.63 €/Kg,Auchan,Agroaguiar,Congelados
Caprichos Do Mar Sem Glúten 400g,7.85 €/Kg,Auchan,Pescanova,Congelados
Baguetes 4un 500g,6.98 €/Kg,Auchan,Maheso,Congelados
Mini Pizzas Piccolinis Queijo e Fiambre 270g,14.07 €/Kg,Auchan,Buitoni,Congelados
Filetes Primavera Original Sem Glúten 250g,19.96 €/Kg,Auchan,Iglo,Congelados
Caldeirada Bacalhau Congelada 800g,4.94 €/Kg,Auchan,Auchan,Congelados
Gelado Cone Nata 6x120ml,3.46 €/Lt,Auchan,Auchan,Congelados
Entrecosto de Porco Piano Indubeira Congelado Kg,6.49 €/Kg,Auchan,,Congelados
Petit Gateau 4x80 G,11.84 €/Kg,Auchan,Auchan collection,Congelados
Batatas Duchesse Congeladas 750g,3.59 €/Kg,Auchan,Auchan,Congelados
Mini Pizzas 3 Queijos 9un 270g,9.7 €/Kg,Auchan,Auchan,Congelados
Salteado Legumes e Frango 400g,4.98 €/Kg,Auchan,Auchan,Congelados
Gelado Multipack Perna de Pau 420ml,11.88 €/Lt,Auchan,Olá,Congelados
Vegggie Wok Thai 450g,8.87 €/Kg,Auchan,Green cuisine,Congelados
Bifes Atum Ultracongelados 400g,16.22 €/Kg,Auchan,Auchan,Congelados
Paloco Pacifico Desfiado Msc 400g,7.48 €/Kg,Auchan,Riberalves,Congelados
Edamame,5.3 €/Kg,Auchan,Auchan,Congelados
Brócolos Ultracongelados 1kg,1.89 €/Kg,Auchan,Frip,Congelados
Batatas Pré Fritas Extra Grandes 1kg,2.49 €/Kg,Auchan,Auchan,Congelados
Cenoura Cubos 500g,3.98 €/Kg,Auchan,Auchan,Congelados
Framboesas 300g,9.3 €/Kg,Auchan,Agroaguiar,Congelados
Nuggets Capitão Frango e Queijo 10un 208g,14.38 €/Kg,Auchan,Iglo,Congelados
Mariscada Ultracongelada Sem Glúten 500g,7.78 €/Kg,Auchan,Auchan,Congelados
Douradinhos Salmão 280g,15.14 €/Kg,Auchan,Iglo,Congelados
Lula Congelada Lulinhas 500g,9.98 €/Kg,Auchan,Pescanova,Congelados
Pescada Da Nº2 Congelada Sem Cabeça Kg,4.99 €/Kg,Auchan,Argentina,Congelados
Grelos Nabo Em Folhas 400g,6.73 €/Kg,Auchan,Bonduelle,Congelados
Croquetes Carne 10un 300g,4.97 €/Kg,Auchan,Polegar,Congelados
Porco Entrecosto Metades Congelado Kg,4.99 €/Kg,Auchan,,Congelados
Pizza Extra Fina Divina Tonno 350g,6.26 €/Kg,Auchan,Auchan,Congelados
Pizza Queijo Cabra M Clássica Cozida Pedra 380g,7.24 €/Kg,Auchan,Auchan,Congelados
Gelado Exotico 3x90ml,14.78 €/Lt,Auchan,Solero,Congelados
Red Fish Medio Congelado Sem Cabeça Kg,5.49 €/Kg,Auchan,,Congelados
Filete Pescada Panada Limão 400g,15.75 €/Kg,Auchan,Pescanova,Congelados
Gelado Cone Nata Morango 6x120ml,3.46 €/Lt,Auchan,Auchan,Congelados
Curgetes Em Rodelas 1kg,2.4 €/Kg,Auchan,Auchan,Congelados
Polvo Nacional Congelado (1.5 a 3 Kg),12.99 €/Kg,Auchan,Brasmar,Congelados
Nuggets Frango & Queijo 50un 1080g,12.03 €/Kg,Auchan,Capitao iglo,Congelados
Massa Quebrada Enrolada 230g,8.65 €/Kg,Auchan,Auchan,Congelados
Pizza Bolonhesa M Clássica Cozida Pedra 390g,7.05 €/Kg,Auchan,Auchan,Congelados
Tentaculos Pota Kg,6.99 €/Kg,Auchan,Congelados,Congelados
Pescada Do Congelada Sem Cabeça 800g a 1200g,9.99 €/Kg,Auchan,Chile,Congelados
Frutas Mirtilos 300g,16.63 €/Kg,Auchan,Origens bio,Congelados
Pescada Congelada Do 1.5kg a 2.4 Kg,9.99 €/Kg,Auchan,Chile,Congelados
Filetes de Peixe Com Espinafres Msc 3un 300g,12.47 €/Kg,Auchan,Iglo,Congelados
Batatas Pré Fritas Golden Long 1kg,3.99 €/Kg,Auchan,Mccain,Congelados
Ervilhas/cenouras Cozidas Ultracong. 750g,2.25 €/Kg,Auchan,Auchan,Congelados
Rissóis Carne 8un 300g,4.63 €/Kg,Auchan,Polegar,Congelados
Ravioli Ricotta Espinafres 300g,8.47 €/Kg,Auchan,Iglo,Congelados
Coentros Picados 150g,11.27 €/Kg,Auchan,Auchan,Congelados
Bacalhau Demolhado Lombos 500g,21.98 €/Kg,Auchan,Auchan,Congelados
Ervilhas Cozidas 750g,2.65 €/Kg,Auchan,Auchan,Congelados
Pizza Massa Fina Fiambre e Queijo 351g,9.94 €/Kg,Auchan,Iglo,Congelados
Hambúrgueres Frango 4un 320g,9.53 €/Kg,Auchan,Auchan,Congelados
Bacalhau Desfiado 850g,15.91 €/Kg,Auchan,Pescanova,Congelados
Pizza Extra Fina Divina 4 Stagioni 366g,5.98 €/Kg,Auchan,Auchan,Congelados
Lula Limpa Inteira 400g,11.23 €/Kg,Auchan,Auchan,Congelados
Douradinhos Peixe 15un 420g,17 €/Kg,Auchan,Iglo,Congelados
Hamburgers Frango Sem Glúten 8un 480g,14.15 €/Kg,Auchan,Iglo,Congelados
Almôndegas Proteina Vegetal 10un 240g,22.25 €/Kg,Auchan,Iglo green cuisine,Congelados
Filetes de Dourada 350g,21.4 €/Kg,Auchan,Auchan,Congelados
Veggie Bowl Sarraceno e Brócolos 350g,11.4 €/Kg,Auchan,Iglo green cuisine,Congelados
Lula Limpa 800g,13.25 €/Kg,Auchan,Pescanova,Congelados
Filetes de Robalo 350g,23.4 €/Kg,Auchan,Auchan,Congelados
Polpa de Fruta Açaí 480ml,13.21 €/Lt,Auchan,Native,Congelados
Base de Pizza 3x125g,5.84 €/Kg,Auchan,Auchan,Congelados
Choquinhos Limpos 20-40 500g,9.98 €/Kg,Auchan,Pescanova,Congelados
Filetes Primavera Alho e Ervas 225g,22.18 €/Kg,Auchan,Iglo,Congelados
Baguete Bolonhesa 250g (2x125g),8.76 €/Kg,Auchan,Auchan,Congelados
Tamboril Lombos/caudas Sem Pele Congelado 800g,8.74 €/Kg,Auchan,,Congelados
Mini Hamburgers Beterraba 6un 270g,14.78 €/Kg,Auchan,Green cuisine,Congelados
Cebola Roxa Às Rodelas 600g,3.15 €/Kg,Auchan,Auchan,Congelados
Pizza Massa Fina Pepperoni 332g,10.51 €/Kg,Auchan,Iglo,Congelados
Crepes Chineses Com Vegetais 310g,7.06 €/Kg,Auchan,Auchan,Congelados
Miolo Camarão Selvagem 20/40 Ultracongelado 400 Gr,17.47 €/Kg,Auchan,Frumar,Congelados
Puré Batata Doce 500g,1.99 €/un,Auchan,Auchan,Congelados
Mistura Legumes Para Cuscus Ultracongelado 1kg,2.19 €/Kg,Auchan,Auchan,Congelados
Peixe Postas Nº3 Cozer 600g,6.82 €/Kg,Auchan,Polegar,Congelados
Pastéis de Bacalhau Gourmet 256g,17.54 €/Kg,Auchan,Riberalves,Congelados
Curgete Cubos Congelado 300g,5.3 €/Kg,Auchan,Origens bio,Congelados
Bacalhau Espiritual 300g,8.3 €/Kg,Auchan,Auchan,Congelados
Solha Posta Congelada 700g,8.56 €/Kg,Auchan,,Congelados
Filete Pescada Panada Xl 250g,14.52 €/un,Auchan,Pescanova,Congelados
Filete Red Fish Congelado 400 Gr,9.98 €/Kg,Auchan,,Congelados
Polpa de Fruta Goiaba 100g,10.5 €/Kg,Auchan,Brasfrut,Congelados
Panquecas Banana Espelta 240g 6un,14.13 €/Kg,Auchan,Rolo,Congelados
Crepes de Chocolate 540g,8.5 €/un,Auchan,Novadolci,Congelados
Mistura de Cogumelos Silvestres 450g,5.53 €/Kg,Auchan,Auchan,Congelados
Folhas Espinafres Porções,2.92 €/Kg,Auchan,Auchan bio,Congelados
Mini Croquetes Carne Para Forno 600g,10.48 €/Kg,Auchan,Auchan,Congelados
Falafel 450g,14.87 €/Kg,Auchan,Iglo green cuisine,Congelados
Salteado Cogumelos 450g,4.44 €/Kg,Auchan,Auchan,Congelados
Gratinado de Peixe Limão e Ervas Sem Glúten 380g,9.84 €/Kg,Auchan,Iglo,Congelados
Ervilhas 600g,3.32 €/Kg,Auchan,Auchan bio,Congelados
Tagliatelle Carbonara 350g,7.97 €/Kg,Auchan,Auchan,Congelados
Salsa Picada 150g,11.27 €/Kg,Auchan,Auchan,Congelados
Gelado Multipack Mini Amêndoas 6x55ml,10.58 €/Lt,Auchan,Magnum,Congelados
Mini Hamburgers Batata Doce 6un 270g,14.78 €/Kg,Auchan,Green cuisine,Congelados
Pastéis Bacalhau 20un 500g,7.18 €/Kg,Auchan,Gelo total,Congelados
Pato Congelado Kg,4.49 €/Kg,Auchan,Qtª da marinha,Congelados
Miolo Mexilhão Ultracongelado 250g,7.16 €/Kg,Auchan,Auchan,Congelados
Panado Frango 150g,14.6 €/Kg,Auchan,Polegar,Congelados
Sardinha Pequena (petinga) Congelada 500 Gr,7.98 €/Kg,Auchan,,Congelados
Bacalhau Demolhado Posta Tradicional 800g,13.11 €/Kg,Auchan,Auchan,Congelados
Batatas Salteadas Rodelas Salardaise 600g,5.98 €/Kg,Auchan,Auchan,Congelados
Ervilhas Primavera 800g,7.49 €/Kg,Auchan,Iglo,Congelados
Caprichos À Romana 400g,6.13 €/Kg,Auchan,Auchan,Congelados
Camarão Panado 300g,11.5 €/Kg,Auchan,Auchan,Congelados
Veggie Bowl Quinoa e Abóbora 350g,11.4 €/Kg,Auchan,Iglo green cuisine,Congelados
Filetes Pescada 600gr,8.25 €/Kg,Auchan,Polegar,Congelados
Legumes Salteados Parisiense 400g,8.73 €/Kg,Auchan,Bonduelle,Congelados
Cubos Abobora Ultracongelados 300g,5.3 €/Kg,Auchan,Origens bio,Congelados
Falafel 400g,9.98 €/Kg,Auchan,Auchan,Congelados
Batata Doce Palitos Forno 500g,9.98 €/Kg,Auchan,Mccain,Congelados
Camarão Vannamei 40/60 Cru Congelado Kg,6.99 €/Kg,Auchan,,Congelados
Castanha Congelada 100-130 500g,11.98 €/Kg,Auchan,Agroaguiar,Congelados
Miolo Camarão Panado 300g,28.9 €/Kg,Auchan,Pescanova,Congelados
Pizza Cozedura Pedra Royale 400g,6.88 €/Kg,Auchan,Auchan,Congelados
Filetes Primavera Quinoa e 4 Sementes 250g,14.96 €/Kg,Auchan,Iglo,Congelados
Alho Francês Rodelas 600 G,2.82 €/Kg,Auchan,Auchan bio,Congelados
Gelado Baunilha 1l,1.75 €/Lt,Auchan,Polegar,Congelados
Jardineira Legumes 600 G,3.15 €/Kg,Auchan,Auchan bio,Congelados
Polpa de Fruta Caju 100g,10.5 €/Kg,Auchan,Brasfrut,Congelados
Medalhões de Salmão Asc Ultracongelados 2un 250g,29.96 €/Kg,Auchan,Auchan,Congelados
Gelado Frutos Vermelhos 3x90ml,14.78 €/Lt,Auchan,Solero,Congelados
Bacalhau Demolhado Lombos 2kg,16.5 €/Kg,Auchan,Auchan,Congelados
Medalhões Pescada Do Cabo 1kg,17.17 €/Kg,Auchan,Pescanova,Congelados
Feijão Verde Congelado Laminado 400g,2.47 €/Kg,Auchan,Friopesca,Congelados
Tesourinhos de Peixe (10 Unid) 300g,19.97 €/Kg,Auchan,Iglo,Congelados
Supremas Bacalhau Fresco 400g,17.47 €/Kg,Auchan,Pescanova,Congelados
Hambúrgueres Dop À Mesa Em Portugal 100% Bovino Alentejano 800g,11.24 €/Kg,Auchan,Auchan,Congelados
Gelado Chocolate 1l,1.89 €/Lt,Auchan,Polegar,Congelados
Posta Pescada Nº3 Fritar 600g,6.48 €/Kg,Auchan,Polegar,Congelados
Batatas Para Forno Palitos Express 7min 500g,7.38 €/Kg,Auchan,Mccain,Congelados
Pescada Nº3 Congelada Sem Cabeça Kg,5.99 €/Kg,Auchan,Argentina,Congelados
Camarão Vannamei 60/80 Cru Congelado Kg,7.99 €/Kg,Auchan,,Congelados
Hamburgueres Vaca Sem Glúten 18un 1440g,10.03 €/Kg,Auchan,Iglo,Congelados
Bacalhau Lombos Caixa Msc 550g,31.44 €/Kg,Auchan,Riberalves,Congelados
Preparado de Mariscos Congelado 900g,8.88 €/Kg,Auchan,,Congelados
Lombos de Salmão 250g,42.2 €/Kg,Auchan,Pescanova,Congelados
Gelado Clássico 3x100ml,9.97 €/Lt,Auchan,Magnum,Congelados
Morango Ultracongelado Bio 500g,7.98 €/Kg,Auchan,Agroaguiar,Congelados
Medalhões Pescada Do Cabo 400g,19.08 €/Kg,Auchan,Pescanova,Congelados
Lula Recheada Congelada 500g,15.98 €/Kg,Auchan,Auchan,Congelados
Salteado de Legumes Rústico 400g,8.73 €/Kg,Auchan,Bonduelle,Congelados
Polvo Limpo 800g,12.49 €/Kg,Auchan,Pescanova,Congelados
Gelado Baunilha e Amêndoa 4x120ml,4.9 €/Lt,Auchan,Auchan,Congelados
Cubos Tamboril Ultracongelados 300g,10.97 €/Kg,Auchan,Polegar,Congelados
Gelado Chocolate e Lascas Chocolate 1l,2.59 €/Lt,Auchan,Auchan,Congelados
Hamburguers Linda Mccartney Vegan Maxi 2un 227g,18.9 €/Kg,Auchan,Lmccartney,Congelados
Castanha Sem Pele Trás Os Montes 1kg,9.99 €/Kg,Auchan,Auchan mmm!,Congelados
Filetes Pangasius Sem Pele 600g,9.43 €/Kg,Auchan,Pescanova,Congelados
Hambúrgueres Dop À Mesa Em Portugal 100% Bovino Alentejano 400g,14.48 €/Kg,Auchan,Auchan,Congelados
Rissóis Camarão 8un 300g,4.63 €/Kg,Auchan,Polegar,Congelados
Gelado Pint Double Salted Caramel 440ml,9.07 €/Lt,Auchan,Magnum,Congelados
Legumes Para Ratatouille 1kg,3.05 €/Kg,Auchan,Auchan,Congelados
Polpa de Fruta Graviola 100g,15.5 €/Kg,Auchan,Brasfrut,Congelados
Rissois de Bacalhau P/ Forno 288g,17.33 €/Kg,Auchan,Riberalves,Congelados
Chicken Wings Take Away 400g,14.98 €/Kg,Auchan,Iglo,Congelados
Pizza Marguerita Sem Glúten Sem Lactose 300g,14.17 €/Kg,Auchan,Schar,Congelados
Batatas Palitos P/micro-ondas 200g,8.45 €/Kg,Auchan,Iglo,Congelados
Posta Collection Pescada Nº 5 Chile Para Cozer 600g,16.65 €/Kg,Auchan,Auchan,Congelados
Folhado Frango e Vegetais 550g,9.07 €/Kg,Auchan,Auchan,Congelados
Gelado Mini Palito Sortido 8x60ml,5.19 €/Lt,Auchan,Auchan,Congelados
Hamburgueres Frango Sem Gluten 18 Un 1080g,13.37 €/Kg,Auchan,Iglo,Congelados
Polpa Fruta Açaí e Guaraná 160ml,17.44 €/Lt,Auchan,Native,Congelados
Filete Pescada Panada Sem Glúten 1kg,8.99 €/Kg,Auchan,Pescanova,Congelados
Salteado Legumes e Gambas 400g,6.62 €/Kg,Auchan,Auchan,Congelados
Pizza Margherita 3x300g,3.88 €/Kg,Auchan,Polegar,Congelados
Gelado Menta e Chocolate 1l,2.59 €/Lt,Auchan,Auchan,Congelados
Batatas Para Forno Country 650g,5.83 €/Kg,Auchan,Mccain,Congelados
Filetes Primavera Alecrim e Sal Marinho 225g,22.18 €/Kg,Auchan,Iglo,Congelados
